soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
15-1143.01,Telecommunications Engineering Specialists,16073,"Implement system renovation projects in collaboration with technical staff, engineering consultants, installers, and vendors.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16064,Provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16078,Document procedures for hardware and software installation and use.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16061,"Test and evaluate hardware and software to determine efficiency, reliability, or compatibility with existing systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16079,"Work with personnel and facilities management staff to install, remove, or relocate user connectivity equipment and devices.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16072,"Inspect sites to determine physical configuration, such as device locations and conduit pathways.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16062,Supervise maintenance of telecommunications equipment.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16063,"Review and evaluate requests from engineers, managers, and technicians for system modifications.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16076,"Document user support activity, such as system problems, corrective actions, resolution status, and completed equipment installations.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16066,"Prepare purchase requisitions for computer hardware and software, networking and telecommunications equipment, test equipment, cabling, or tools.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16077,Document technical specifications and operating standards for telecommunications equipment.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,20366,"Instruct in use of voice, video, and data communications systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16065,Prepare system activity and performance reports.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1143.01,Telecommunications Engineering Specialists,16067,"Use computer-aided design (CAD) software to prepare or evaluate network diagrams, floor plans, or site configurations for existing facilities, renovations, or new systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1285,Oversee the daily performance of computer systems.,Core,138.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1282,Answer user inquiries regarding computer software or hardware operation to resolve problems.,Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1283,Enter commands and observe system functioning to verify correct operations and detect errors.,Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1286,"Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.",Core,141.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1284,"Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1287,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1288,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1291,Refer major hardware or software problems or defective products to vendors or technicians for service.,Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1290,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1289,"Confer with staff, users, and management to establish requirements for new systems or modifications.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1292,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1151.00,Computer User Support Specialists,1293,"Read trade magazines and technical manuals, or attend conferences and seminars to maintain knowledge of hardware and software.",Core,138.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19004,Back up network data.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18991,Configure security settings or access permissions for groups or individuals.,Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19003,Analyze and report computer network security breaches or attempted breaches.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18995,"Identify the causes of networking problems, using diagnostic testing software and equipment.",Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18993,Document network support activities.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18992,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18997,"Install network software, including security or firewall software.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19002,Troubleshoot network or connectivity problems for users or user groups.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19010,Provide telephone support related to networking or connectivity issues.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18994,"Evaluate local area network (LAN) or wide area network (WAN) performance data to ensure sufficient availability or speed, to identify network problems, or for disaster recovery purposes.",Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18989,"Analyze network data to determine network usage, disk space availability, or server function.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19000,Perform routine maintenance or standard repairs to networking components or equipment.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18990,"Configure and define parameters for installation or testing of local area network (LAN), wide area network (WAN), hubs, routers, switches, controllers, multiplexers, or related networking equipment.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18998,"Install new hardware or software systems or components, ensuring integration with existing network systems.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19001,"Test computer software or hardware, using standard diagnostic testing equipment and procedures.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18999,"Install or repair network cables, including fiber optic cables.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19009,"Monitor industry websites or publications for information about patches, releases, viruses, or potential problem identification.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19006,Create or update technical documentation for network installations or changes to existing installations.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19014,Train users in procedures related to network applications software or related systems.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19013,Test repaired items to ensure proper operation.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,18996,Install and configure wireless networking equipment.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19008,Maintain logs of network activity.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19007,Document help desk requests and resolutions.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19011,Research hardware or software products to meet technical networking or security needs.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19005,"Create or revise user instructions, procedures, or manuals.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1152.00,Computer Network Support Specialists,19012,Run monthly network reports.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14638,"Design test plans, scenarios, scripts, or procedures.",Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14639,Test system modifications to prepare for implementation.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14640,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14641,"Document software defects, using a bug tracking system, and report defects to software developers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14642,"Identify, analyze, and document problems with program function, output, online screen, or content.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14643,Monitor bug resolution efforts and track successes.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14644,Create or maintain databases of known test defects.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14645,Plan test schedules or strategies in accordance with project scope or delivery dates.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14646,"Participate in product design reviews to provide input on functional requirements, product designs, schedules, or potential problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14648,Document test procedures to ensure replicability and compliance with standards.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14649,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14650,Update automated test scripts to ensure currency.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14651,Investigate customer problems referred by technical support.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14652,"Install, maintain, or use software testing programs.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14653,Provide feedback and recommendations to developers on software usability and functionality.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14654,Monitor program performance to ensure efficient and problem-free operations.,Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14655,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14656,Install and configure recreations of software production environments to allow testing of software performance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14657,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14658,"Identify program deviance from standards, and suggest modifications to ensure compliance.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14659,Design or develop automated testing tools.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14660,Coordinate user or third party testing.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14661,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14662,Visit beta testing sites to evaluate software performance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14663,Evaluate or recommend software for testing or bug tracking.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.01,Software Quality Assurance Engineers and Testers,14664,Conduct historical analyses of test results.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14666,Communicate with staff or clients to understand specific system requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14667,"Provide advice on project costs, design concepts, or design changes.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14668,"Document design specifications, installation instructions, and other system-related information.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14669,"Verify stability, interoperability, portability, security, or scalability of system architecture.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14670,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14671,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14672,Provide technical guidance or support for the development or troubleshooting of systems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14673,"Identify system data, hardware, or software components required to meet user needs.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14674,Provide guidelines for implementing secure systems to customers or installation teams.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14675,Monitor system operation to detect potential problems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14676,"Direct the analysis, development, and operation of complete computer systems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14677,Investigate system component suitability for specified purposes and make recommendations regarding component use.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14678,"Perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14679,Configure servers to meet functional specifications.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14680,"Develop or approve project plans, schedules, or budgets.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14681,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14682,"Develop system engineering, software engineering, system integration, or distributed system architectures.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14683,Design and conduct hardware or software tests.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14684,"Establish functional or system standards to ensure operational requirements, quality requirements, and design constraints are addressed.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14685,Evaluate existing systems to determine effectiveness and suggest changes to meet organizational requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14686,"Research, test, or verify proper functioning of software patches and fixes.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14687,"Communicate project information through presentations, technical reports or white papers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14688,"Complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14689,"Direct the installation of operating systems, network or application software, or computer or network hardware.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.02,Computer Systems Engineers/Architects,14690,Train system users in system operation or maintenance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14731,Back up or modify applications and related data to provide for disaster recovery.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14732,"Determine sources of web page or server problems, and take action to correct such problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14733,"Review or update web page content or links in a timely manner, using appropriate tools.",Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14734,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14735,"Implement web site security measures, such as firewalls or message encryption.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14736,"Administer internet/intranet infrastructure, including components such as web, file transfer protocol (FTP), news and mail servers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14737,"Collaborate with development teams to discuss, analyze, or resolve usability issues.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14738,Test backup or recovery plans regularly and resolve any problems.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14739,"Monitor web developments through continuing education, reading, or participation in professional conferences, workshops, or groups.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14740,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14741,Identify or document backup or recovery plans.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14742,"Collaborate with web developers to create and operate internal and external web sites, or to manage projects, such as e-marketing campaigns.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14743,"Install or configure web server software or hardware to ensure that directory structure is well-defined, logical, secure, and that files are named properly.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14744,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14745,Develop web site performance metrics.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14746,Identify or address interoperability requirements.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14747,Document installation or configuration procedures to allow maintenance and repetition.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14748,"Identify, standardize, and communicate levels of access and security.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14749,"Track, compile, and analyze web site usage data.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14750,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14751,"Recommend web site improvements, and develop budgets to support recommendations.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14752,"Inform web site users of problems, problem resolutions or application changes and updates.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14753,Document application and web site changes or change procedures.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14754,Develop or implement procedures for ongoing web site revision.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14755,Provide training or technical assistance in web site implementation or use.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14756,Perform user testing or usage analyses to determine web sites' effectiveness or usability.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14757,Evaluate or recommend server hardware or software.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14758,"Correct testing-identified problems, or recommend actions for their resolution.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.03,Web Administrators,14759,Develop or document style guidelines for web site content.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18116,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18117,"Coordinate the development or administration of Geographic Information Systems (GIS) projects, including the development of technical priorities, client reporting and interface, or coordination and review of schedules and budgets.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18121,Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18123,"Create, analyze, report, convert, or transfer data, using specialized applications program software.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18113,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18107,Provide technical support for computer-based Geographic Information Systems (GIS) mapping software.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18109,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18119,"Lead, train, or supervise technicians or related staff in the conduct of Geographic Information Systems (GIS) analytical procedures.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18111,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18126,"Meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18118,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18105,Perform integrated or computerized Geographic Information Systems (GIS) analyses to address scientific problems.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18108,"Create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18114,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18120,Prepare training materials for or make presentations to Geographic Information Systems (GIS) users.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18110,Assist users in formulating Geographic Information Systems (GIS) requirements or understanding the implications of alternatives.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18115,"Make recommendations regarding upgrades considering implications of new or revised Geographic Information Systems (GIS) software, equipment, or applications.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18112,"Conduct or coordinate research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18124,"Conduct feasibility studies or identify system, time, equipment, or cost requirements for projects.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18122,"Create, edit, or analyze geospatial data, using Global Positioning Systems (GPS) or digitizing techniques.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18106,"Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information.",Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.04,Geospatial Information Scientists and Technologists,18125,Coordinate or direct research or publication activities of technicians or related staff.,Core,28.0,06/2009,Occupational Expert,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16096,"Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16092,"Analyze Geographic Information Systems (GIS) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
15-1199.05,Geographic Information Systems Technicians,16094,Maintain or modify existing Geographic Information Systems (GIS) databases.,Core,56.0,07/2011,Incumbent,15,Computer and Mathematical Occupations
