soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
13-1041.07,Regulatory Affairs Specialists,18066,"Write or update standard operating procedures, work instructions, or policies.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18060,Participate in internal or external audits.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18056,Develop or conduct employee regulatory training.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18064,"Prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,82,"Consult with clients, vendors, personnel in other departments or construction foremen to discuss and formulate estimates and resolve issues.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,80,"Analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,85,Prepare estimates for use in selecting vendors or subcontractors.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,83,"Confer with engineers, architects, owners, contractors and subcontractors on changes and adjustments to cost estimates.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,84,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,87,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,81,"Assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,89,Set up cost monitoring and reporting systems and procedures.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,91,Conduct special studies to develop and establish standard hour and related cost data or to effect cost reduction.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,86,Review material and labor requirements to decide whether it is more cost-effective to produce or purchase components.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,88,"Prepare and maintain a directory of suppliers, contractors and subcontractors.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1051.00,Cost Estimators,90,"Establish and maintain tendering process, and conduct negotiations.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18866,"Prepare or maintain employment records related to events such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18861,"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18859,Hire employees and process hiring-related paperwork.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18860,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18852,"Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18864,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18870,Schedule or conduct new employee orientations.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18863,"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18856,Confer with management to develop or implement personnel policies or procedures.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18871,"Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",Core,122.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18868,Review employment applications and job orders to match applicants with job requirements.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18855,Conduct reference or background checks on job applicants.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18854,Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18865,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18867,"Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18857,Contact job applicants to inform them of the status of their applications.,Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18862,"Interview job applicants to obtain information on work history, training, education, or job skills.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18858,Develop or implement recruiting strategies to meet current or anticipated staffing needs.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18853,Analyze employment-related data and prepare required reports.,Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1071.00,Human Resources Specialists,18872,"Advise management on organizing, preparing, or implementing recruiting or retention programs.",Core,121.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14838,Pay wages of contracted farm laborers.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14839,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14840,Recruit and hire agricultural workers.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14841,"Employ foremen to deal directly with workers when recruiting, hiring, instructing, assigning tasks, and enforcing work rules.",Core,56.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14842,Supervise the work of contracted employees.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1074.00,Farm Labor Contractors,14843,Furnish tools for employee use.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18886,Negotiate collective bargaining agreements.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18885,Monitor company or workforce adherence to labor agreements.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18889,Present the position of the company or of labor during arbitration or other labor negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18895,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18879,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18878,"Call or meet with union, company, government, or other interested parties to discuss labor relations matters, such as contract negotiations or grievances.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18882,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18897,Assess the impact of union proposals on company or government operations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18883,Investigate and evaluate union complaints or arguments to determine viability.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18891,"Recommend collective bargaining strategies, goals, or objectives.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18900,"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18890,Propose resolutions for collective bargaining or other labor or contract negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18884,Mediate discussions between employer and employee representatives in attempt to reconcile differences.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18892,"Review and approve employee disciplinary actions, such as written reprimands, suspensions, or terminations.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18896,Assess risk levels associated with collective bargaining strategies.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18877,Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18903,Select mediators or arbitrators for labor disputes or contract negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18893,"Review employer practices or employee data to ensure compliance with contracts on matters such as wages, hours, or conditions of employment.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18880,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18904,"Train managers or supervisors on topics related to labor relations, such as working conditions, safety, or equal opportunity practices.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18901,Provide expert testimony in legal proceedings related to labor relations or labor contracts.,Core,19.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18881,"Identify alternatives to proposals of unions, employees, companies, or government agencies.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18899,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18902,Research case law or outcomes of previous case hearings.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1075.00,Labor Relations Specialists,18894,Schedule or coordinate the details of grievance hearings or other meetings.,Core,19.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8932,"Maintain and develop positive business relationships with a customer's key personnel involved in, or directly relevant to, a logistics activity.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8933,Develop an understanding of customers' needs and take actions to ensure that such needs are met.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8934,"Direct availability and allocation of materials, supplies, and finished products.",Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8935,"Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8936,Protect and control proprietary materials.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8937,"Review logistics performance with customers against targets, benchmarks, and service agreements.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8938,"Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8939,"Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8940,"Report project plans, progress, and results.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8941,Direct and support the compilation and analysis of technical source data necessary for product development.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8942,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8943,Develop proposals that include documentation for estimates.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8944,"Plan, organize, and execute logistics support activities such as maintenance planning, repair analysis, and test equipment recommendations.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8945,"Provide project management services, including the provision and analysis of technical data.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8946,Participate in the assessment and review of design alternatives and design change proposal impacts.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8947,Support the development of training materials and technical manuals.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8948,Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.00,Logisticians,8949,Redesign the movement of goods to maximize value and minimize costs.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15867,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15874,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15861,Propose logistics solutions for customers.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15864,Direct the work of logistics analysts.,Core,20.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15879,Evaluate effectiveness of current or future logistical processes.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15877,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,19995,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent conveyor systems to maximize plant or distribution center efficiency.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,19996,"Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15876,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15868,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,19997,Identify cost-reduction or process-improvement logistic opportunities.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,19998,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15872,"Develop or maintain cost estimates, forecasts, or cost models.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15866,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15875,"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15880,Apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,19999,Prepare logistic strategies or conceptual designs for production facilities.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15870,Identify or develop business rules or standard operating procedures to streamline operating processes.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,20000,Design comprehensive supply chains that minimize environmental impacts or costs.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.01,Logistics Engineers,15863,"Interview key staff or tour facilities to identify efficiency-improvement, cost-reduction, or service-delivery opportunities.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15898,Maintain databases of logistics information.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15903,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15894,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15895,Prepare reports on logistics performance measures.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15901,"Confer with logistics management teams to determine ways to optimize service levels, maintain supply-chain efficiency, or minimize cost.",Core,25.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,20009,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15890,Track product flow from origin to final delivery.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15893,Recommend improvements to existing or planned logistics processes.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15883,Enter logistics-related data into databases.,Core,25.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15900,"Develop or maintain models for logistics uses, such as cost estimating or demand forecasting.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15892,"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15904,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15897,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15905,"Analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15899,Maintain logistics records in accordance with corporate policies.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15902,"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15891,Write or revise standard operating procedures for logistics processes.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15882,"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1081.02,Logistics Analysts,15881,Identify opportunities for inventory reductions.,Core,26.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7276,Gather and organize information on problems or procedures.,Core,79.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7277,Analyze data gathered and develop solutions or alternative methods of proceeding.,Core,79.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7278,Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.,Core,79.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7279,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.",Core,80.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7280,"Review forms and reports and confer with management and users about format, distribution, and purpose, and to identify problems and improvements.",Core,80.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7281,"Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and methods, equipment, and personnel used.",Core,80.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7282,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",Core,79.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7283,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.",Core,80.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7284,"Design, evaluate, recommend, and approve changes of forms and reports.",Core,80.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1111.00,Management Analysts,7285,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",Core,78.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1210,"Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",Core,72.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1211,Confer with staff at a chosen event site to coordinate details.,Core,72.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1216,Inspect event facilities to ensure that they conform to customer requirements.,Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1214,"Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1209,"Consult with customers to determine objectives and requirements for events such as meetings, conferences, and conventions.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1220,"Meet with sponsors and organizing committees to plan scope and format of events, to establish and monitor budgets, or to review administrative procedures and event progress.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1212,"Review event bills for accuracy, and approve payment.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1222,Evaluate and select providers of services according to customer requirements.,Core,72.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1215,"Arrange the availability of audio-visual equipment, transportation, displays, and other event needs.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1213,"Plan and develop programs, agendas, budgets, and services according to customer requirements.",Core,72.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1219,"Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.",Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1217,"Maintain records of event aspects, including financial details.",Core,72.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1121.00,"Meeting, Convention, and Event Planners",1218,Conduct post-event evaluations to determine how future events could be improved.,Core,71.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18917,Identify and build relationships with potential donors.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18931,Write and send letters of thanks to donors.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18922,Secure commitments of participation or donation from individuals or corporate donors.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18910,Develop fundraising activity plans that maximize participation or contributions and minimize costs.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18912,Develop strategies to encourage new or increased contributions.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18907,Create or update donor databases.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18914,"Direct or supervise fundraising staff, including volunteer staff members.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18911,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18923,"Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18919,Monitor progress of fundraising drives.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18926,"Conduct research to identify the goals, net worth, history of charitable donations, or other data related to potential donors, potential investors, or general donor markets.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18925,Compile or develop materials to submit to granting or other funding organizations.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18915,Establish fundraising or participation goals for special events or specified time periods.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18918,"Monitor budgets, expense reports, or other financial data for fundraising organizations.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18906,"Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18921,"Recruit sponsors, participants, or volunteers for fundraising events.",Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1131.00,Fundraisers,18932,Write reports or prepare presentations to communicate fundraising program data.,Core,32.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
