,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
1477,13-1041.06,Coroners,8920,"Remove or supervise removal of bodies from death scenes, using the proper equipment and supplies, and arrange for transportation to morgues.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
1478,13-1041.06,Coroners,8922,"Testify at inquests, hearings, and court trials.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
1479,13-1041.06,Coroners,8930,"Collect wills, burial instructions, and other documentation needed for investigations and for handling of the remains.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
1480,13-1041.06,Coroners,8929,"Record the disposition of minor children, as well as details of arrangements made for their care.",Supplemental,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
1481,13-1041.06,Coroners,8931,Witness and certify deaths that are the result of a judicial order.,Supplemental,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
1482,13-1041.07,Regulatory Affairs Specialists,18048,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1483,13-1041.07,Regulatory Affairs Specialists,18050,"Provide technical review of data or reports that will be incorporated into regulatory submissions to assure scientific rigor, accuracy, and clarity of presentation.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1484,13-1041.07,Regulatory Affairs Specialists,18051,"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1485,13-1041.07,Regulatory Affairs Specialists,18058,"Maintain current knowledge base of existing and emerging regulations, standards, or guidance documents.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1486,13-1041.07,Regulatory Affairs Specialists,18049,Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1487,13-1041.07,Regulatory Affairs Specialists,18055,Determine the types of regulatory submissions or internal documentation that are required in situations such as proposed device changes or labeling changes.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1488,13-1041.07,Regulatory Affairs Specialists,18052,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1489,13-1041.07,Regulatory Affairs Specialists,18062,Prepare or maintain technical files as necessary to obtain and sustain product approval.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1490,13-1041.07,Regulatory Affairs Specialists,18054,Coordinate efforts associated with the preparation of regulatory documents or submissions.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1491,13-1041.07,Regulatory Affairs Specialists,18061,Prepare or direct the preparation of additional information or responses as requested by regulatory agencies.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1492,13-1041.07,Regulatory Affairs Specialists,18047,Analyze product complaints and make recommendations regarding their reportability.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1493,13-1041.07,Regulatory Affairs Specialists,18046,Escort government inspectors during inspections and provide post-inspection follow-up information as requested.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1494,13-1041.07,Regulatory Affairs Specialists,18045,"Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",Core,32.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1495,13-1041.07,Regulatory Affairs Specialists,18057,"Identify relevant guidance documents, international standards, or consensus standards and provide interpretive assistance.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1496,13-1041.07,Regulatory Affairs Specialists,18065,Review clinical protocols to ensure collection of data needed for regulatory submissions.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1497,13-1041.07,Regulatory Affairs Specialists,18053,Compile and maintain regulatory documentation databases or systems.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1498,13-1041.07,Regulatory Affairs Specialists,18063,Recommend changes to company procedures in response to changes in regulations or standards.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1499,13-1041.07,Regulatory Affairs Specialists,18059,"Obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1500,13-1041.07,Regulatory Affairs Specialists,18066,"Write or update standard operating procedures, work instructions, or policies.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1501,13-1041.07,Regulatory Affairs Specialists,18060,Participate in internal or external audits.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1502,13-1041.07,Regulatory Affairs Specialists,18056,Develop or conduct employee regulatory training.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1503,13-1041.07,Regulatory Affairs Specialists,18064,"Prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1504,13-1041.07,Regulatory Affairs Specialists,18070,Review adverse drug reactions and file all related reports in accordance with regulatory agency guidelines.,Supplemental,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1505,13-1041.07,Regulatory Affairs Specialists,18067,Coordinate recall or market withdrawal activities as necessary.,Supplemental,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1506,13-1041.07,Regulatory Affairs Specialists,18069,Direct the collection and preparation of laboratory samples as requested by regulatory agencies.,Supplemental,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1507,13-1041.07,Regulatory Affairs Specialists,18068,Develop or track quality metrics.,Supplemental,32.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
1508,13-1041.07,Regulatory Affairs Specialists,19552,"Determine regulations or procedures related to the management, collection, reuse, recovery, or recycling of packaging waste.",,,07/2011,Analyst,13,Business and Financial Operations Occupations
1509,13-1041.07,Regulatory Affairs Specialists,19553,"Determine requirements applying to treatment, storage, shipment, or disposal of potentially hazardous production-related waste.",,,07/2011,Analyst,13,Business and Financial Operations Occupations
1510,13-1041.07,Regulatory Affairs Specialists,19554,"Determine the effects of legal requirements related to the production, supply, or use of ozone-depleting substances or equipment containing such substances.",,,07/2011,Analyst,13,Business and Financial Operations Occupations
1511,13-1041.07,Regulatory Affairs Specialists,19555,Monitor national or international legislation on ozone-depleting substances or global warming.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1512,13-1041.07,Regulatory Affairs Specialists,19556,Obtain clearances for the use of recycled plastics in product packaging.,,,07/2011,Analyst,13,Business and Financial Operations Occupations
1513,13-1041.07,Regulatory Affairs Specialists,19557,"Specialize in regulatory issues related to agriculture, such as the cultivation of green biotechnology crops or the post-market regulation of genetically altered crops.",,,07/2011,Analyst,13,Business and Financial Operations Occupations
1514,13-1051.00,Cost Estimators,82,"Consult with clients, vendors, personnel in other departments or construction foremen to discuss and formulate estimates and resolve issues.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1515,13-1051.00,Cost Estimators,80,"Analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1516,13-1051.00,Cost Estimators,85,Prepare estimates for use in selecting vendors or subcontractors.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1517,13-1051.00,Cost Estimators,83,"Confer with engineers, architects, owners, contractors and subcontractors on changes and adjustments to cost estimates.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1518,13-1051.00,Cost Estimators,84,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1519,13-1051.00,Cost Estimators,87,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1520,13-1051.00,Cost Estimators,81,"Assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1521,13-1051.00,Cost Estimators,89,Set up cost monitoring and reporting systems and procedures.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1522,13-1051.00,Cost Estimators,91,Conduct special studies to develop and establish standard hour and related cost data or to effect cost reduction.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1523,13-1051.00,Cost Estimators,86,Review material and labor requirements to decide whether it is more cost-effective to produce or purchase components.,Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1524,13-1051.00,Cost Estimators,88,"Prepare and maintain a directory of suppliers, contractors and subcontractors.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1525,13-1051.00,Cost Estimators,90,"Establish and maintain tendering process, and conduct negotiations.",Core,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1526,13-1051.00,Cost Estimators,92,"Visit site and record information about access, drainage and topography, and availability of services such as water and electricity.",Supplemental,28.0,06/2008,Occupational Expert,13,Business and Financial Operations Occupations
1527,13-1071.00,Human Resources Specialists,18866,"Prepare or maintain employment records related to events such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1528,13-1071.00,Human Resources Specialists,18861,"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1529,13-1071.00,Human Resources Specialists,18859,Hire employees and process hiring-related paperwork.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1530,13-1071.00,Human Resources Specialists,18860,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1531,13-1071.00,Human Resources Specialists,18852,"Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1532,13-1071.00,Human Resources Specialists,18864,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1533,13-1071.00,Human Resources Specialists,18870,Schedule or conduct new employee orientations.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1534,13-1071.00,Human Resources Specialists,18863,"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1535,13-1071.00,Human Resources Specialists,18856,Confer with management to develop or implement personnel policies or procedures.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1536,13-1071.00,Human Resources Specialists,18871,"Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.",Core,122.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1537,13-1071.00,Human Resources Specialists,18868,Review employment applications and job orders to match applicants with job requirements.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1538,13-1071.00,Human Resources Specialists,18855,Conduct reference or background checks on job applicants.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1539,13-1071.00,Human Resources Specialists,18854,Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1540,13-1071.00,Human Resources Specialists,18865,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1541,13-1071.00,Human Resources Specialists,18867,"Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1542,13-1071.00,Human Resources Specialists,18857,Contact job applicants to inform them of the status of their applications.,Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1543,13-1071.00,Human Resources Specialists,18862,"Interview job applicants to obtain information on work history, training, education, or job skills.",Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1544,13-1071.00,Human Resources Specialists,18858,Develop or implement recruiting strategies to meet current or anticipated staffing needs.,Core,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1545,13-1071.00,Human Resources Specialists,18853,Analyze employment-related data and prepare required reports.,Core,124.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1546,13-1071.00,Human Resources Specialists,18872,"Advise management on organizing, preparing, or implementing recruiting or retention programs.",Core,121.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1547,13-1071.00,Human Resources Specialists,18869,"Schedule or administer skill, intelligence, psychological, or drug tests for current or prospective employees.",Supplemental,123.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1548,13-1071.00,Human Resources Specialists,18874,"Evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.",Supplemental,121.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1549,13-1071.00,Human Resources Specialists,18876,"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",Supplemental,122.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1550,13-1071.00,Human Resources Specialists,18875,Evaluate selection or testing techniques by conducting research or follow-up activities and conferring with management or supervisory personnel.,Supplemental,120.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1551,13-1071.00,Human Resources Specialists,18873,"Coordinate with outside staffing agencies to secure temporary employees, based on departmental needs.",Supplemental,122.0,07/2012,Incumbent,13,Business and Financial Operations Occupations
1552,13-1074.00,Farm Labor Contractors,14838,Pay wages of contracted farm laborers.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1553,13-1074.00,Farm Labor Contractors,14839,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1554,13-1074.00,Farm Labor Contractors,14840,Recruit and hire agricultural workers.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1555,13-1074.00,Farm Labor Contractors,14841,"Employ foremen to deal directly with workers when recruiting, hiring, instructing, assigning tasks, and enforcing work rules.",Core,56.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1556,13-1074.00,Farm Labor Contractors,14842,Supervise the work of contracted employees.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1557,13-1074.00,Farm Labor Contractors,14843,Furnish tools for employee use.,Core,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1558,13-1074.00,Farm Labor Contractors,14844,Direct and transport workers to appropriate work sites.,Supplemental,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1559,13-1074.00,Farm Labor Contractors,14845,Provide check-cashing services to employees.,Supplemental,57.0,06/2008,Incumbent,13,Business and Financial Operations Occupations
1560,13-1075.00,Labor Relations Specialists,18886,Negotiate collective bargaining agreements.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1561,13-1075.00,Labor Relations Specialists,18885,Monitor company or workforce adherence to labor agreements.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1562,13-1075.00,Labor Relations Specialists,18889,Present the position of the company or of labor during arbitration or other labor negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1563,13-1075.00,Labor Relations Specialists,18895,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1564,13-1075.00,Labor Relations Specialists,18879,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1565,13-1075.00,Labor Relations Specialists,18878,"Call or meet with union, company, government, or other interested parties to discuss labor relations matters, such as contract negotiations or grievances.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1566,13-1075.00,Labor Relations Specialists,18882,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1567,13-1075.00,Labor Relations Specialists,18897,Assess the impact of union proposals on company or government operations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1568,13-1075.00,Labor Relations Specialists,18883,Investigate and evaluate union complaints or arguments to determine viability.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1569,13-1075.00,Labor Relations Specialists,18891,"Recommend collective bargaining strategies, goals, or objectives.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1570,13-1075.00,Labor Relations Specialists,18900,"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1571,13-1075.00,Labor Relations Specialists,18890,Propose resolutions for collective bargaining or other labor or contract negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1572,13-1075.00,Labor Relations Specialists,18884,Mediate discussions between employer and employee representatives in attempt to reconcile differences.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1573,13-1075.00,Labor Relations Specialists,18892,"Review and approve employee disciplinary actions, such as written reprimands, suspensions, or terminations.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1574,13-1075.00,Labor Relations Specialists,18896,Assess risk levels associated with collective bargaining strategies.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1575,13-1075.00,Labor Relations Specialists,18877,Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1576,13-1075.00,Labor Relations Specialists,18903,Select mediators or arbitrators for labor disputes or contract negotiations.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1577,13-1075.00,Labor Relations Specialists,18893,"Review employer practices or employee data to ensure compliance with contracts on matters such as wages, hours, or conditions of employment.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1578,13-1075.00,Labor Relations Specialists,18880,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1579,13-1075.00,Labor Relations Specialists,18904,"Train managers or supervisors on topics related to labor relations, such as working conditions, safety, or equal opportunity practices.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1580,13-1075.00,Labor Relations Specialists,18901,Provide expert testimony in legal proceedings related to labor relations or labor contracts.,Core,19.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1581,13-1075.00,Labor Relations Specialists,18881,"Identify alternatives to proposals of unions, employees, companies, or government agencies.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1582,13-1075.00,Labor Relations Specialists,18899,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1583,13-1075.00,Labor Relations Specialists,18902,Research case law or outcomes of previous case hearings.,Core,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1584,13-1075.00,Labor Relations Specialists,18894,Schedule or coordinate the details of grievance hearings or other meetings.,Core,19.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1585,13-1075.00,Labor Relations Specialists,18887,"Prepare and submit required governmental reports or forms related to labor relations matters, such as equal employment opportunity (EEO) forms, new hire forms, or minority compensation reports.",Supplemental,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1586,13-1075.00,Labor Relations Specialists,18888,Prepare reports or presentations to communicate employee satisfaction or related data to management.,Supplemental,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1587,13-1075.00,Labor Relations Specialists,18898,Develop employee health and safety policies.,Supplemental,20.0,07/2015,Occupational Expert,13,Business and Financial Operations Occupations
1588,13-1081.00,Logisticians,8932,"Maintain and develop positive business relationships with a customer's key personnel involved in, or directly relevant to, a logistics activity.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1589,13-1081.00,Logisticians,8933,Develop an understanding of customers' needs and take actions to ensure that such needs are met.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1590,13-1081.00,Logisticians,8934,"Direct availability and allocation of materials, supplies, and finished products.",Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1591,13-1081.00,Logisticians,8935,"Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1592,13-1081.00,Logisticians,8936,Protect and control proprietary materials.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1593,13-1081.00,Logisticians,8937,"Review logistics performance with customers against targets, benchmarks, and service agreements.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1594,13-1081.00,Logisticians,8938,"Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1595,13-1081.00,Logisticians,8939,"Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1596,13-1081.00,Logisticians,8940,"Report project plans, progress, and results.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1597,13-1081.00,Logisticians,8941,Direct and support the compilation and analysis of technical source data necessary for product development.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1598,13-1081.00,Logisticians,8942,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1599,13-1081.00,Logisticians,8943,Develop proposals that include documentation for estimates.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1600,13-1081.00,Logisticians,8944,"Plan, organize, and execute logistics support activities such as maintenance planning, repair analysis, and test equipment recommendations.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1601,13-1081.00,Logisticians,8945,"Provide project management services, including the provision and analysis of technical data.",Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1602,13-1081.00,Logisticians,8946,Participate in the assessment and review of design alternatives and design change proposal impacts.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1603,13-1081.00,Logisticians,8947,Support the development of training materials and technical manuals.,Core,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1604,13-1081.00,Logisticians,8948,Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1605,13-1081.00,Logisticians,8949,Redesign the movement of goods to maximize value and minimize costs.,Core,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1606,13-1081.00,Logisticians,8950,"Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.",Supplemental,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1607,13-1081.00,Logisticians,8951,"Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.",Supplemental,82.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1608,13-1081.00,Logisticians,8952,Perform system lifecycle cost analysis and develop component studies.,Supplemental,81.0,06/2006,Incumbent,13,Business and Financial Operations Occupations
1609,13-1081.01,Logistics Engineers,15867,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1610,13-1081.01,Logistics Engineers,15874,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1611,13-1081.01,Logistics Engineers,15861,Propose logistics solutions for customers.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1612,13-1081.01,Logistics Engineers,15864,Direct the work of logistics analysts.,Core,20.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1613,13-1081.01,Logistics Engineers,15879,Evaluate effectiveness of current or future logistical processes.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1614,13-1081.01,Logistics Engineers,15877,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1615,13-1081.01,Logistics Engineers,19995,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent conveyor systems to maximize plant or distribution center efficiency.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1616,13-1081.01,Logistics Engineers,19996,"Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1617,13-1081.01,Logistics Engineers,15876,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1618,13-1081.01,Logistics Engineers,15868,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1619,13-1081.01,Logistics Engineers,19997,Identify cost-reduction or process-improvement logistic opportunities.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1620,13-1081.01,Logistics Engineers,19998,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1621,13-1081.01,Logistics Engineers,15872,"Develop or maintain cost estimates, forecasts, or cost models.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1622,13-1081.01,Logistics Engineers,15866,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1623,13-1081.01,Logistics Engineers,15875,"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1624,13-1081.01,Logistics Engineers,15880,Apply logistics modeling techniques to address issues such as operational process improvement or facility design or layout.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1625,13-1081.01,Logistics Engineers,19999,Prepare logistic strategies or conceptual designs for production facilities.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1626,13-1081.01,Logistics Engineers,15870,Identify or develop business rules or standard operating procedures to streamline operating processes.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1627,13-1081.01,Logistics Engineers,20000,Design comprehensive supply chains that minimize environmental impacts or costs.,Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1628,13-1081.01,Logistics Engineers,15863,"Interview key staff or tour facilities to identify efficiency-improvement, cost-reduction, or service-delivery opportunities.",Core,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1629,13-1081.01,Logistics Engineers,20001,"Develop or document reverse logistics management processes to ensure maximal efficiency of product recycling, reuse, or final disposal.",Supplemental,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
1630,13-1081.01,Logistics Engineers,15873,"Determine feasibility of designing new facilities or modifying existing facilities, based on factors such as cost, available space, schedule, technical requirements, or ergonomics.",Supplemental,22.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
