,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
2434,15-1141.00,Database Administrators,1310,Work as part of a project team to coordinate database development and determine project scope and limitations.,Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2435,15-1141.00,Database Administrators,1313,Write and code logical and physical database descriptions and specify identifiers of database to management system or direct others in coding descriptions.,Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2436,15-1141.00,Database Administrators,1303,Train users and answer questions.,Core,85.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2437,15-1141.00,Database Administrators,1305,Specify users and user access levels for each segment of database.,Core,85.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2438,15-1141.00,Database Administrators,1302,"Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems such as the installation of new databases.",Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2439,15-1141.00,Database Administrators,1308,Review project requests describing database user needs to estimate time and cost required to accomplish project.,Core,85.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2440,15-1141.00,Database Administrators,1298,Develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2441,15-1141.00,Database Administrators,1309,Review procedures in database management system manuals for making changes to database.,Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2442,15-1141.00,Database Administrators,1307,Develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,Core,85.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2443,15-1141.00,Database Administrators,1306,"Develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2444,15-1141.00,Database Administrators,1311,Select and enter codes to monitor database performance and to create production database.,Core,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2445,15-1141.00,Database Administrators,1304,"Establish and calculate optimum values for database parameters, using manuals and calculator.",Supplemental,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2446,15-1141.00,Database Administrators,1315,Revise company definition of data as defined in data dictionary.,Supplemental,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2447,15-1141.00,Database Administrators,1314,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Supplemental,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2448,15-1141.00,Database Administrators,1312,Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.,Supplemental,84.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2449,15-1142.00,Network and Computer Systems Administrators,1318,"Maintain and administer computer networks and related computing environments including computer hardware, systems software, applications software, and all configurations.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2450,15-1142.00,Network and Computer Systems Administrators,1317,Perform data backups and disaster recovery operations.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2451,15-1142.00,Network and Computer Systems Administrators,15205,"Diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2452,15-1142.00,Network and Computer Systems Administrators,1319,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2453,15-1142.00,Network and Computer Systems Administrators,15206,"Configure, monitor, and maintain email applications or virus protection software.",Core,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2454,15-1142.00,Network and Computer Systems Administrators,1320,"Operate master consoles to monitor the performance of computer systems and networks, and to coordinate computer network access and use.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2455,15-1142.00,Network and Computer Systems Administrators,1327,"Load computer tapes and disks, and install software and printer paper or forms.",Core,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2456,15-1142.00,Network and Computer Systems Administrators,1322,"Design, configure, and test computer hardware, networking software and operating system software.",Core,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2457,15-1142.00,Network and Computer Systems Administrators,1325,"Monitor network performance to determine whether adjustments need to be made, and to determine where changes will need to be made in the future.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2458,15-1142.00,Network and Computer Systems Administrators,1324,Confer with network users about how to solve existing system problems.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2459,15-1142.00,Network and Computer Systems Administrators,15207,"Research new technologies by attending seminars, reading trade articles, or taking classes, and implement or recommend the implementation of new technologies.",Core,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2460,15-1142.00,Network and Computer Systems Administrators,1329,Analyze equipment performance records to determine the need for repair or replacement.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2461,15-1142.00,Network and Computer Systems Administrators,15208,"Implement and provide technical support for voice services and equipment, such as private branch exchange, voice mail system, and telecom system.",Core,75.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2462,15-1142.00,Network and Computer Systems Administrators,1332,Maintain an inventory of parts for emergency repairs.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2463,15-1142.00,Network and Computer Systems Administrators,1323,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2464,15-1142.00,Network and Computer Systems Administrators,1328,"Gather data pertaining to customer needs, and use the information to identify, predict, interpret, and evaluate system and network requirements.",Core,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2465,15-1142.00,Network and Computer Systems Administrators,1326,Train people in computer system use.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2466,15-1142.00,Network and Computer Systems Administrators,1333,Coordinate with vendors and with company personnel to facilitate purchases.,Core,77.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2467,15-1142.00,Network and Computer Systems Administrators,1321,"Perform routine network startup and shutdown procedures, and maintain control records.",Supplemental,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2468,15-1142.00,Network and Computer Systems Administrators,1330,"Maintain logs related to network functions, as well as maintenance and repair records.",Supplemental,76.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2469,15-1143.00,Computer Network Architects,18956,Adjust network sizes to meet volume or capacity demands.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2470,15-1143.00,Computer Network Architects,18957,"Communicate with customers, sales staff, or marketing staff to determine customer needs.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2471,15-1143.00,Computer Network Architects,18958,Communicate with system users to ensure accounts are set up properly or to diagnose and solve operational problems.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2472,15-1143.00,Computer Network Architects,18959,Coordinate installation of new equipment.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2473,15-1143.00,Computer Network Architects,18960,"Coordinate network operations, maintenance, repairs, or upgrades.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2474,15-1143.00,Computer Network Architects,18961,Coordinate network or design activities with designers of associated networks.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2475,15-1143.00,Computer Network Architects,18962,"Design, build, or operate equipment configuration prototypes, including network hardware, software, servers, or server operation systems.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2476,15-1143.00,Computer Network Architects,18963,"Design, organize, and deliver product awareness, skills transfer, or product education sessions for staff or suppliers.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2477,15-1143.00,Computer Network Architects,18964,"Determine specific network hardware or software requirements, such as platforms, interfaces, bandwidths, or routine schemas.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2478,15-1143.00,Computer Network Architects,18965,Develop and implement solutions for network problems.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2479,15-1143.00,Computer Network Architects,18966,"Develop and write procedures for installation, use, or troubleshooting of communications hardware or software.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2480,15-1143.00,Computer Network Architects,18967,"Develop conceptual, logical, or physical network designs.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2481,15-1143.00,Computer Network Architects,18968,Develop disaster recovery plans.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2482,15-1143.00,Computer Network Architects,18969,Develop network-related documentation.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2483,15-1143.00,Computer Network Architects,18970,Develop or maintain project reporting systems.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2484,15-1143.00,Computer Network Architects,18971,"Develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2485,15-1143.00,Computer Network Architects,18972,Develop plans or budgets for network equipment replacement.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2486,15-1143.00,Computer Network Architects,18973,"Develop procedures to track, project, or report network availability, reliability, capacity, or utilization.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2487,15-1143.00,Computer Network Architects,18974,Estimate time and materials needed to complete projects.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2488,15-1143.00,Computer Network Architects,18975,Evaluate network designs to determine whether customer requirements are met efficiently and effectively.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2489,15-1143.00,Computer Network Architects,18976,Explain design specifications to integration or test engineers.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2490,15-1143.00,Computer Network Architects,18977,"Maintain networks by performing activities such as file addition, deletion, or backup.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2491,15-1143.00,Computer Network Architects,18978,"Maintain or coordinate the maintenance of network peripherals, such as printers.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2492,15-1143.00,Computer Network Architects,18979,"Monitor and analyze network performance and data input/output reports to detect problems, identify inefficient use of computer resources, or perform capacity planning.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2493,15-1143.00,Computer Network Architects,18980,"Participate in network technology upgrade or expansion projects, including installation of hardware and software and integration testing.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2494,15-1143.00,Computer Network Architects,18981,Prepare design presentations and proposals for staff or customers.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2495,15-1143.00,Computer Network Architects,18982,"Prepare detailed network specifications, including diagrams, charts, equipment configurations, or recommended technologies.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2496,15-1143.00,Computer Network Architects,18983,"Prepare or monitor project schedules, budgets, or cost control systems.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2497,15-1143.00,Computer Network Architects,18984,Research and test new or modified hardware or software products to determine performance and interoperability.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2498,15-1143.00,Computer Network Architects,18985,Supervise engineers or other staff in the design or implementation of network solutions.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2499,15-1143.00,Computer Network Architects,18986,Use network computer-aided design (CAD) software packages to optimize network designs.,,,02/2011,Analyst,15,Computer and Mathematical Occupations
2500,15-1143.00,Computer Network Architects,18987,"Visit vendors, attend conferences or training sessions, or study technical journals to keep up with changes in technology.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2501,15-1143.00,Computer Network Architects,18988,"Communicate with vendors to gather information about products, alert them to future needs, resolve problems, or address system maintenance issues.",,,02/2011,Analyst,15,Computer and Mathematical Occupations
2502,15-1143.01,Telecommunications Engineering Specialists,16081,"Communicate with telecommunications vendors to obtain pricing and technical specifications for available hardware, software, or services.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2503,15-1143.01,Telecommunications Engineering Specialists,16058,"Keep abreast of changes in industry practices and emerging telecommunications technology by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2504,15-1143.01,Telecommunications Engineering Specialists,16074,"Implement or perform preventive maintenance, backup, or recovery procedures.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2505,15-1143.01,Telecommunications Engineering Specialists,16080,"Consult with users, administrators, and engineers to identify business and technical requirements for proposed system modifications or technology purchases.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2506,15-1143.01,Telecommunications Engineering Specialists,16082,Assess existing facilities' needs for new or modified telecommunications systems.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2507,15-1143.01,Telecommunications Engineering Specialists,20365,"Order or maintain inventory of telecommunications equipment for customer premises equipment (CPE), facilities, access networks, or backbone networks.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2508,15-1143.01,Telecommunications Engineering Specialists,16083,"Install, or coordinate installation of, new or modified hardware, software, or programming modules of telecommunications systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2509,15-1143.01,Telecommunications Engineering Specialists,16060,"Develop, maintain, or implement telecommunications disaster recovery plans to ensure business continuity.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2510,15-1143.01,Telecommunications Engineering Specialists,16069,"Monitor and analyze system performance, such as network traffic, security, and capacity.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2511,15-1143.01,Telecommunications Engineering Specialists,16059,Estimate costs for system or component implementation and operation.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2512,15-1143.01,Telecommunications Engineering Specialists,16073,"Implement system renovation projects in collaboration with technical staff, engineering consultants, installers, and vendors.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2513,15-1143.01,Telecommunications Engineering Specialists,16064,Provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2514,15-1143.01,Telecommunications Engineering Specialists,16078,Document procedures for hardware and software installation and use.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2515,15-1143.01,Telecommunications Engineering Specialists,16061,"Test and evaluate hardware and software to determine efficiency, reliability, or compatibility with existing systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2516,15-1143.01,Telecommunications Engineering Specialists,16079,"Work with personnel and facilities management staff to install, remove, or relocate user connectivity equipment and devices.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2517,15-1143.01,Telecommunications Engineering Specialists,16072,"Inspect sites to determine physical configuration, such as device locations and conduit pathways.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2518,15-1143.01,Telecommunications Engineering Specialists,16062,Supervise maintenance of telecommunications equipment.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2519,15-1143.01,Telecommunications Engineering Specialists,16063,"Review and evaluate requests from engineers, managers, and technicians for system modifications.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2520,15-1143.01,Telecommunications Engineering Specialists,16076,"Document user support activity, such as system problems, corrective actions, resolution status, and completed equipment installations.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2521,15-1143.01,Telecommunications Engineering Specialists,16066,"Prepare purchase requisitions for computer hardware and software, networking and telecommunications equipment, test equipment, cabling, or tools.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2522,15-1143.01,Telecommunications Engineering Specialists,16077,Document technical specifications and operating standards for telecommunications equipment.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2523,15-1143.01,Telecommunications Engineering Specialists,20366,"Instruct in use of voice, video, and data communications systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2524,15-1143.01,Telecommunications Engineering Specialists,16065,Prepare system activity and performance reports.,Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2525,15-1143.01,Telecommunications Engineering Specialists,16067,"Use computer-aided design (CAD) software to prepare or evaluate network diagrams, floor plans, or site configurations for existing facilities, renovations, or new systems.",Core,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2526,15-1143.01,Telecommunications Engineering Specialists,16075,"Implement controls to provide security for operating systems, software, and data.",Supplemental,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2527,15-1143.01,Telecommunications Engineering Specialists,16070,Manage user access to systems and equipment through account management and password administration.,Supplemental,23.0,07/2013,Occupational Expert,15,Computer and Mathematical Occupations
2528,15-1151.00,Computer User Support Specialists,1285,Oversee the daily performance of computer systems.,Core,138.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2529,15-1151.00,Computer User Support Specialists,1282,Answer user inquiries regarding computer software or hardware operation to resolve problems.,Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2530,15-1151.00,Computer User Support Specialists,1283,Enter commands and observe system functioning to verify correct operations and detect errors.,Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2531,15-1151.00,Computer User Support Specialists,1286,"Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.",Core,141.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2532,15-1151.00,Computer User Support Specialists,1284,"Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2533,15-1151.00,Computer User Support Specialists,1287,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2534,15-1151.00,Computer User Support Specialists,1288,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2535,15-1151.00,Computer User Support Specialists,1291,Refer major hardware or software problems or defective products to vendors or technicians for service.,Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2536,15-1151.00,Computer User Support Specialists,1290,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2537,15-1151.00,Computer User Support Specialists,1289,"Confer with staff, users, and management to establish requirements for new systems or modifications.",Core,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2538,15-1151.00,Computer User Support Specialists,1292,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Core,140.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2539,15-1151.00,Computer User Support Specialists,1293,"Read trade magazines and technical manuals, or attend conferences and seminars to maintain knowledge of hardware and software.",Core,138.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2540,15-1151.00,Computer User Support Specialists,15204,"Hire, supervise, and direct workers engaged in special project work, problem solving, monitoring, and installing data communication equipment and software.",Supplemental,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2541,15-1151.00,Computer User Support Specialists,1295,Inspect equipment and read order sheets to prepare for delivery to users.,Supplemental,138.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2542,15-1151.00,Computer User Support Specialists,1296,Modify and customize commercial programs for internal needs.,Supplemental,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2543,15-1151.00,Computer User Support Specialists,1297,"Conduct office automation feasibility studies, including workflow analysis, space design, or cost comparison analysis.",Supplemental,139.0,06/2008,Incumbent,15,Computer and Mathematical Occupations
2544,15-1152.00,Computer Network Support Specialists,19004,Back up network data.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2545,15-1152.00,Computer Network Support Specialists,18991,Configure security settings or access permissions for groups or individuals.,Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2546,15-1152.00,Computer Network Support Specialists,19003,Analyze and report computer network security breaches or attempted breaches.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2547,15-1152.00,Computer Network Support Specialists,18995,"Identify the causes of networking problems, using diagnostic testing software and equipment.",Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2548,15-1152.00,Computer Network Support Specialists,18993,Document network support activities.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2549,15-1152.00,Computer Network Support Specialists,18992,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2550,15-1152.00,Computer Network Support Specialists,18997,"Install network software, including security or firewall software.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2551,15-1152.00,Computer Network Support Specialists,19002,Troubleshoot network or connectivity problems for users or user groups.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2552,15-1152.00,Computer Network Support Specialists,19010,Provide telephone support related to networking or connectivity issues.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2553,15-1152.00,Computer Network Support Specialists,18994,"Evaluate local area network (LAN) or wide area network (WAN) performance data to ensure sufficient availability or speed, to identify network problems, or for disaster recovery purposes.",Core,118.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2554,15-1152.00,Computer Network Support Specialists,18989,"Analyze network data to determine network usage, disk space availability, or server function.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2555,15-1152.00,Computer Network Support Specialists,19000,Perform routine maintenance or standard repairs to networking components or equipment.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2556,15-1152.00,Computer Network Support Specialists,18990,"Configure and define parameters for installation or testing of local area network (LAN), wide area network (WAN), hubs, routers, switches, controllers, multiplexers, or related networking equipment.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2557,15-1152.00,Computer Network Support Specialists,18998,"Install new hardware or software systems or components, ensuring integration with existing network systems.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2558,15-1152.00,Computer Network Support Specialists,19001,"Test computer software or hardware, using standard diagnostic testing equipment and procedures.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2559,15-1152.00,Computer Network Support Specialists,18999,"Install or repair network cables, including fiber optic cables.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2560,15-1152.00,Computer Network Support Specialists,19009,"Monitor industry websites or publications for information about patches, releases, viruses, or potential problem identification.",Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2561,15-1152.00,Computer Network Support Specialists,19006,Create or update technical documentation for network installations or changes to existing installations.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2562,15-1152.00,Computer Network Support Specialists,19014,Train users in procedures related to network applications software or related systems.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2563,15-1152.00,Computer Network Support Specialists,19013,Test repaired items to ensure proper operation.,Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2564,15-1152.00,Computer Network Support Specialists,18996,Install and configure wireless networking equipment.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2565,15-1152.00,Computer Network Support Specialists,19008,Maintain logs of network activity.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2566,15-1152.00,Computer Network Support Specialists,19007,Document help desk requests and resolutions.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2567,15-1152.00,Computer Network Support Specialists,19011,Research hardware or software products to meet technical networking or security needs.,Core,117.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2568,15-1152.00,Computer Network Support Specialists,19005,"Create or revise user instructions, procedures, or manuals.",Core,116.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2569,15-1152.00,Computer Network Support Specialists,19012,Run monthly network reports.,Core,115.0,07/2014,Incumbent,15,Computer and Mathematical Occupations
2570,15-1199.01,Software Quality Assurance Engineers and Testers,14638,"Design test plans, scenarios, scripts, or procedures.",Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2571,15-1199.01,Software Quality Assurance Engineers and Testers,14639,Test system modifications to prepare for implementation.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2572,15-1199.01,Software Quality Assurance Engineers and Testers,14640,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2573,15-1199.01,Software Quality Assurance Engineers and Testers,14641,"Document software defects, using a bug tracking system, and report defects to software developers.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2574,15-1199.01,Software Quality Assurance Engineers and Testers,14642,"Identify, analyze, and document problems with program function, output, online screen, or content.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2575,15-1199.01,Software Quality Assurance Engineers and Testers,14643,Monitor bug resolution efforts and track successes.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2576,15-1199.01,Software Quality Assurance Engineers and Testers,14644,Create or maintain databases of known test defects.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2577,15-1199.01,Software Quality Assurance Engineers and Testers,14645,Plan test schedules or strategies in accordance with project scope or delivery dates.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2578,15-1199.01,Software Quality Assurance Engineers and Testers,14646,"Participate in product design reviews to provide input on functional requirements, product designs, schedules, or potential problems.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2579,15-1199.01,Software Quality Assurance Engineers and Testers,14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2580,15-1199.01,Software Quality Assurance Engineers and Testers,14648,Document test procedures to ensure replicability and compliance with standards.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2581,15-1199.01,Software Quality Assurance Engineers and Testers,14649,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2582,15-1199.01,Software Quality Assurance Engineers and Testers,14650,Update automated test scripts to ensure currency.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2583,15-1199.01,Software Quality Assurance Engineers and Testers,14651,Investigate customer problems referred by technical support.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2584,15-1199.01,Software Quality Assurance Engineers and Testers,14652,"Install, maintain, or use software testing programs.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2585,15-1199.01,Software Quality Assurance Engineers and Testers,14653,Provide feedback and recommendations to developers on software usability and functionality.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2586,15-1199.01,Software Quality Assurance Engineers and Testers,14654,Monitor program performance to ensure efficient and problem-free operations.,Core,22.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2587,15-1199.01,Software Quality Assurance Engineers and Testers,14655,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2588,15-1199.01,Software Quality Assurance Engineers and Testers,14656,Install and configure recreations of software production environments to allow testing of software performance.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2589,15-1199.01,Software Quality Assurance Engineers and Testers,14657,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2590,15-1199.01,Software Quality Assurance Engineers and Testers,14658,"Identify program deviance from standards, and suggest modifications to ensure compliance.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2591,15-1199.01,Software Quality Assurance Engineers and Testers,14659,Design or develop automated testing tools.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2592,15-1199.01,Software Quality Assurance Engineers and Testers,14660,Coordinate user or third party testing.,Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
2593,15-1199.01,Software Quality Assurance Engineers and Testers,14661,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",Core,23.0,06/2008,Occupational Expert,15,Computer and Mathematical Occupations
